도시코드,도시명,측정장소코드,측정장소명,측정망코드,측정망구분,측정일자,이산화황측정값(ppm),이산화질소측정값(ppm),일산화탄소측정값(ppm),오존측정값(ppm),PM10측정값(㎍/㎥),PM25측정값(㎍/㎥)
22,안성시,131583,공도읍,1,도시대기,202310,0.0019,0.0142,0.44,0.0265,35,21
22,안성시,131581,봉산동,1,도시대기,202310,0.0013,0.0113,0.42,0.0284,31,15
24,화성시,131553,동탄,1,도시대기,202310,0.0037,0.0178,0.38,0.0253,32,17
7,평택시,131342,안중,1,도시대기,202310,0.0029,0.0142,0.35,0.0311,44,25
6,광명시,131163,소하동,1,도시대기,202309,0.0012,0.0145,0.46,0.032,24,12
13,남양주시,131242,오남읍,1,도시대기,202309,,,,,,10
25,광주시,131394,오포1동,1,도시대기,202309,0.0013,0.0097,0.39,0.0282,22,11
13,남양주시,131241,금곡동,1,도시대기,202309,0.0016,0.0105,0.27,0.0263,23,9
27,포천시,131453,선단동,1,도시대기,202309,0.0023,0.0079,0.23,0.0262,19,10
18,하남시,131542,미사,1,도시대기,202309,0.0017,0.0146,0.31,0.032,24,11
18,하남시,131541,신장동,1,도시대기,202309,0.0023,0.0144,0.27,0.0251,19,11
24,화성시,131551,남양읍,1,도시대기,202309,0.0031,0.0093,0.29,0.0326,26,13
24,화성시,131557,봉담읍,1,도시대기,202309,0.0033,0.0126,0.31,0.0313,,16
24,화성시,131556,새솔동,1,도시대기,202309,0.0036,0.0128,,0.031,21,10
22,안성시,131583,공도읍,1,도시대기,202309,0.001,0.0089,0.39,0.0337,22,13
24,화성시,131553,동탄,1,도시대기,202309,0.0031,0.0101,0.28,0.0336,23,12
7,평택시,131342,안중,1,도시대기,202309,0.0027,0.0095,0.3,0.0378,31,18
7,평택시,131345,청북읍,1,도시대기,202309,0.0024,0.0099,0.32,0.0362,27,19
7,평택시,131343,평택항,1,도시대기,202309,0.0034,0.0128,0.32,0.0371,29,16
1,수원시,131117,고색동,1,도시대기,202309,0.0018,0.0151,0.39,0.0285,29,11
1,수원시,131114,영통동,1,도시대기,202309,0.002,0.0156,0.52,0.033,24,14
1,수원시,131112,인계동,1,도시대기,202309,0.0018,0.017,0.49,0.0329,19,11
1,수원시,131115,천천동,1,도시대기,202309,0.0015,0.0142,0.5,0.0309,23,10
9,안산시,131194,원곡동,1,도시대기,202309,0.0018,0.0134,0.27,0.0317,23,11
9,안산시,131198,중앙대로,2,도로변,202309,0.0025,0.0203,0.36,0.025,29,10
9,안산시,131197,호수동,1,도시대기,202309,0.0023,,0.29,0.0304,22,10
2,성남시,131129,상대원동,1,도시대기,202309,0.0018,0.0168,0.5,0.0251,20,9
2,성남시,131125,성남대로,2,도로변,202309,0.0016,0.0253,0.5,0.0198,25,9
2,성남시,131124,수내동,1,도시대기,202309,0.0012,0.0157,0.49,0.0269,21,11
2,성남시,131128,운중동,1,도시대기,202309,0.0017,0.0121,0.42,0.0282,18,9
2,성남시,131123,정자동,1,도시대기,202309,0.0017,0.0099,0.44,0.0333,18,10
22,안성시,131581,봉산동,1,도시대기,202309,0.0015,0.0072,0.44,0.0328,18,9
27,포천시,131454,일동면,1,도시대기,202309,0.0017,0.0038,0.26,0.0273,13,11
19,용인시,131416,이동읍,1,도시대기,202309,0.0011,0.0088,0.43,0.0335,22,11
21,이천시,131443,장호원읍,1,도시대기,202309,0.0031,0.0074,0.27,0.0286,24,13
20,파주시,131374,파주읍,1,도시대기,202309,0.0014,0.0046,0.37,0.0265,18,8
29,연천군,131601,연천,1,도시대기,202309,0.0016,0.002,0.28,0.0212,16,5
26,양주시,131561,백석읍,1,도시대기,202309,0.0033,0.0072,0.31,0.0259,20,9
9,안산시,131191,고잔동,1,도시대기,202309,0.0024,0.0164,0.34,0.0302,20,9
9,안산시,131195,부곡동,1,도시대기,202309,0.0027,0.0199,0.35,0.0255,21,8
2,성남시,131126,복정동,1,도시대기,202309,0.0022,0.0139,0.46,0.03,26,10
1,수원시,131116,경수대로,2,도로변,202309,0.0019,0.0222,0.55,0.0248,24,11
20,파주시,131372,운정,1,도시대기,202309,0.0022,0.0081,0.4,0.0285,25,12
7,평택시,131346,고덕동,1,도시대기,202309,0.0033,0.0105,0.34,0.0376,27,14
7,평택시,131341,비전동,1,도시대기,202309,0.0039,0.0103,0.36,0.0365,32,14
7,평택시,131344,송북동,1,도시대기,202309,0.0039,0.0101,0.33,0.0337,28,13
10,고양시,131382,식사동,1,도시대기,202309,0.0029,0.0092,0.29,0.0311,29,13
28,여주시,131593,가남읍,1,도시대기,202309,0.0033,0.0089,0.23,0.026,33,15
3,의정부시,131133,송산3동,1,도시대기,202309,0.0026,0.0159,0.33,0.0199,22,10
3,의정부시,131132,의정부1동,1,도시대기,202309,0.0026,0.0104,0.28,0.0303,23,10
3,의정부시,131131,의정부동,1,도시대기,202309,0.003,0.0088,0.29,0.0295,22,9
21,이천시,131444,부발읍,1,도시대기,202309,0.0033,0.0106,0.25,0.0308,29,17
21,이천시,131442,창전동,1,도시대기,202309,0.0036,0.0083,0.24,0.0363,19,12
20,파주시,131371,금촌동,1,도시대기,202309,0.0015,0.0088,0.41,0.0286,26,11
19,용인시,131417,백암면,1,도시대기,202309,0.0009,0.0062,0.42,0.0313,22,11
19,용인시,131412,수지,1,도시대기,202309,0.0011,0.0136,0.5,0.0301,20,11
19,용인시,131414,중부대로,2,도로변,202309,0.0018,0.0189,0.5,0.0293,20,12
17,의왕시,131223,고천동,1,도시대기,202309,0.0012,0.0131,0.39,0.028,20,7
17,의왕시,131222,부곡3동,1,도시대기,202309,0.0011,0.0181,0.46,0.0291,24,10
24,화성시,131552,향남읍,1,도시대기,202309,0.0039,0.0092,0.28,0.0326,26,16
29,연천군,131602,전곡,1,도시대기,202309,0.0011,0.0032,0.34,0.0214,18,9
10,고양시,131385,주엽동,1,도시대기,202309,0.0019,0.0087,0.32,0.0316,26,18
22,안성시,131584,죽산면,1,도시대기,202309,0.0011,0.0082,0.43,0.0274,26,13
23,김포시,131475,한강로,2,도로변,202309,0.0025,0.0156,0.36,0.0305,26,14
23,김포시,131474,한강신도시,1,도시대기,202309,0.0025,0.0061,0.34,0.0346,26,17
13,남양주시,131245,경춘로,2,도로변,202309,0.0022,0.02,0.51,0.0226,26,11
8,동두천시,131571,보산동,1,도시대기,202309,0.0022,0.0053,0.26,0.0271,18,7
30,가평군,131611,가평,1,도시대기,202309,0.0012,,0.3,0.0235,23,8
12,구리시,131212,동구동,1,도시대기,202309,0.003,0.0116,0.28,0.0215,17,11
16,군포시,131501,당동,1,도시대기,202309,0.0027,0.0149,0.39,0.0345,26,16
16,군포시,131502,산본동,1,도시대기,202309,0.0027,0.0091,0.32,0.0334,22,10
23,김포시,131472,고촌읍,1,도시대기,202309,0.0028,0.0062,0.31,0.0299,24,12
13,남양주시,131247,진접읍,1,도시대기,202309,0.0016,0.0071,0.25,0.0298,23,10
13,남양주시,131244,화도읍,1,도시대기,202309,0.0023,0.0071,0.25,0.0285,20,9
23,김포시,131473,월곶면,1,도시대기,202309,0.0028,0.0054,0.3,0.0331,20,12
6,광명시,131161,철산동,1,도시대기,202309,0.001,0.0135,0.46,0.0301,23,11
25,광주시,131392,경안동,1,도시대기,202309,0.0015,0.0122,0.36,0.0283,24,11
25,광주시,131395,곤지암,1,도시대기,202309,0.0014,0.0081,0.46,0.0254,20,12
12,구리시,131211,교문동,1,도시대기,202309,0.0025,0.0094,0.31,0.0273,22,14
13,남양주시,131246,와부읍,1,도시대기,202309,0.0018,0.0068,0.24,0.0327,22,12
10,고양시,131381,행신동,1,도시대기,202309,0.0022,0.0044,0.2,0.0293,23,11
11,과천시,131202,과천동,1,도시대기,202309,0.0009,0.0133,0.42,0.0276,23,10
11,과천시,131201,별양동,1,도시대기,202309,0.0011,0.0136,0.47,0.0288,21,10
23,김포시,131471,사우동,1,도시대기,202309,0.0018,0.0098,0.25,0.0356,22,15
13,남양주시,131243,별내동,1,도시대기,202309,0.0022,0.0122,0.22,0.0245,19,9
5,부천시,831154,오정동,1,도시대기,202309,0.0014,0.0129,0.39,0.0364,21,7
1,수원시,131113,광교동,1,도시대기,202309,0.002,0.0176,0.52,0.0313,23,14
1,수원시,131111,신풍동,1,도시대기,202309,0.0019,0.0111,0.42,0.0337,22,12
5,부천시,831153,중2동,1,도시대기,202309,0.0014,0.0141,0.38,0.0331,22,9
2,성남시,131121,단대동,1,도시대기,202309,0.0014,0.0122,0.44,0.0325,22,10
2,성남시,131120,대왕판교로,2,도로변,202309,0.0022,0.0271,0.48,0.0113,23,10
9,안산시,131196,대부동,1,도시대기,202309,0.0031,0.0082,0.26,0.0375,19,10
9,안산시,131193,본오동,1,도시대기,202309,0.002,0.0156,0.37,0.0297,23,9
5,부천시,831152,내동,1,도시대기,202309,0.0028,0.0148,0.43,0.026,22,11
5,부천시,831151,소사본동,1,도시대기,202309,0.0019,0.0131,0.42,0.0293,20,11
5,부천시,831155,송내대로,2,도로변,202309,0.0026,0.0178,0.48,0.0322,21,8
15,시흥시,131234,목감동,1,도시대기,202309,0.0027,0.0212,0.37,0.0239,29,13
15,시흥시,131237,배곧동,1,도시대기,202309,0.0028,0.0177,0.34,0.0294,27,16
15,시흥시,131236,서해안로,2,도로변,202309,0.0028,0.0183,,0.0316,25,14
9,안산시,131192,원시동,1,도시대기,202309,0.0034,0.0155,0.33,0.0265,31,16
15,시흥시,131232,시화산단,1,도시대기,202309,0.0025,0.0139,0.33,0.0312,28,14
15,시흥시,131235,장현동,1,도시대기,202309,0.0028,0.0142,0.33,0.0316,26,13
15,시흥시,131231,정왕동,1,도시대기,202309,0.0027,0.0169,0.35,0.0304,26,17
4,안양시,131144,호계3동,1,도시대기,202309,0.0026,0.0166,0.3,0.029,22,13
26,양주시,131562,고읍,1,도시대기,202309,0.0034,0.0099,0.31,0.0233,22,13
31,양평군,131622,양평읍,1,도시대기,202309,0.0015,0.0058,0.34,0.025,22,11
31,양평군,131621,용문면,1,도시대기,202309,0.0022,0.0035,0.27,0.0261,18,7
1,수원시,131119,호매실,1,도시대기,202309,0.0018,0.0112,,0.0271,23,13
15,시흥시,131233,대야동,1,도시대기,202309,0.003,0.0213,0.34,0.0267,23,16
4,안양시,131142,부림동,1,도시대기,202309,0.0027,0.0159,0.33,0.0287,29,16
28,여주시,131592,대신면,1,도시대기,202309,0.0026,0.0055,0.27,0.031,24,18
28,여주시,131591,중앙동,1,도시대기,202309,0.0023,0.0071,0.24,0.0278,26,15
4,안양시,131145,안양2동,1,도시대기,202309,0.0025,0.0135,0.31,0.0299,23,10
4,안양시,131141,안양8동,1,도시대기,202309,0.0017,0.0122,0.32,0.0343,21,12
30,가평군,131612,설악면,1,도시대기,202309,0.0012,0.0047,0.34,0.0219,21,10
10,고양시,131383,백마로,2,도로변,202309,0.0022,0.0175,0.33,0.0283,28,16
10,고양시,131384,신원동,1,도시대기,202309,0.0025,0.0085,0.31,0.0227,25,12
14,오산시,131532,금암로,2,도로변,202309,0.0022,0.0143,0.34,0.0277,25,14
14,오산시,131531,오산동,1,도시대기,202309,0.002,0.0158,0.32,0.034,22,14
19,용인시,131413,기흥,1,도시대기,202309,0.0014,0.0135,0.41,0.0317,22,12
19,용인시,131411,김량장동,1,도시대기,202309,0.0011,0.0118,0.41,0.0277,20,13
19,용인시,131415,모현읍,1,도시대기,202309,0.0008,0.0063,0.46,0.0306,25,10
24,화성시,131558,서신면,1,도시대기,202309,0.0034,0.0076,0.3,0.0393,28,19
24,화성시,131554,우정읍,1,도시대기,202309,0.0036,0.0093,0.35,0.0341,30,17
24,화성시,131555,청계동,1,도시대기,202309,0.0032,0.0058,0.31,0.0402,22,11
10,고양시,131385,주엽동,1,도시대기,202308,0.0017,0.0041,0.3,0.0353,24,20
22,안성시,131584,죽산면,1,도시대기,202308,0.0012,0.0055,0.41,0.03,25,14
23,김포시,131475,한강로,2,도로변,202308,0.0024,0.0107,0.36,0.0359,22,14
23,김포시,131474,한강신도시,1,도시대기,202308,0.0024,0.0061,0.35,0.0359,23,16
13,남양주시,131245,경춘로,2,도로변,202308,0.002,0.0164,0.47,0.0264,25,11
13,남양주시,131241,금곡동,1,도시대기,202308,0.0017,0.0097,0.26,0.0297,25,11
8,동두천시,131571,보산동,1,도시대기,202308,0.0027,0.0065,0.23,0.0302,17,8
30,가평군,131611,가평,1,도시대기,202308,0.001,0.0035,0.31,0.0293,19,8
12,구리시,131212,동구동,1,도시대기,202308,0.003,0.0117,0.3,0.0268,17,13
16,군포시,131501,당동,1,도시대기,202308,0.0029,0.0078,0.33,0.0367,25,15
16,군포시,131502,산본동,1,도시대기,202308,0.0031,0.0059,0.31,0.035,21,10
23,김포시,131472,고촌읍,1,도시대기,202308,0.0022,0.0058,0.37,0.0324,24,13
13,남양주시,131244,화도읍,1,도시대기,202308,0.0021,0.0072,0.27,0.032,18,10
23,김포시,131473,월곶면,1,도시대기,202308,0.0027,0.0056,0.31,0.0329,19,11
6,광명시,131161,철산동,1,도시대기,202308,0.001,0.0103,0.51,0.0355,21,11
25,광주시,131392,경안동,1,도시대기,202308,0.0015,0.0121,0.39,0.0318,24,12
25,광주시,131395,곤지암,1,도시대기,202308,0.0015,0.0073,0.49,0.0279,20,10
25,광주시,131394,오포1동,1,도시대기,202308,0.0012,0.008,0.33,0.0322,21,12
12,구리시,131211,교문동,1,도시대기,202308,0.0025,0.0098,0.27,0.0308,24,15
13,남양주시,131246,와부읍,1,도시대기,202308,0.0019,0.0069,0.25,0.0346,25,16
10,고양시,131381,행신동,1,도시대기,202308,0.002,0.0056,0.25,0.0356,23,13
11,과천시,131202,과천동,1,도시대기,202308,0.0011,0.0107,0.42,0.0326,23,12
11,과천시,131201,별양동,1,도시대기,202308,0.0011,0.0123,0.4,0.033,21,12
6,광명시,131163,소하동,1,도시대기,202308,0.0014,0.0122,0.5,0.0345,24,13
13,남양주시,131243,별내동,1,도시대기,202308,0.002,0.0109,0.22,0.0277,19,11
13,남양주시,131242,오남읍,1,도시대기,202308,,,,,,10
1,수원시,131116,경수대로,2,도로변,202308,0.0017,0.0188,0.54,0.0265,24,13
1,수원시,131111,신풍동,1,도시대기,202308,0.0022,0.0086,0.46,0.037,22,13
5,부천시,831153,중2동,1,도시대기,202308,0.0013,0.012,0.33,0.035,20,8
2,성남시,131121,단대동,1,도시대기,202308,0.0015,0.0114,0.47,0.0353,23,12
2,성남시,131120,대왕판교로,2,도로변,202308,0.0022,0.0257,0.5,0.0152,23,11
9,안산시,131191,고잔동,1,도시대기,202308,0.0024,0.0125,0.32,0.0349,21,10
9,안산시,131193,본오동,1,도시대기,202308,0.0022,0.0113,0.33,0.0339,24,11
9,안산시,131195,부곡동,1,도시대기,202308,0.0026,0.0156,0.32,0.0289,21,10
5,부천시,831152,내동,1,도시대기,202308,0.0035,0.0135,0.45,0.0256,19,10
5,부천시,831151,소사본동,1,도시대기,202308,0.0012,0.0112,0.4,0.0306,19,11
5,부천시,831155,송내대로,2,도로변,202308,0.0029,0.0176,0.52,0.0336,21,8
15,시흥시,131234,목감동,1,도시대기,202308,0.0028,0.0167,0.34,0.0319,28,13
15,시흥시,131237,배곧동,1,도시대기,202308,0.0024,0.0138,0.32,0.0339,23,16
15,시흥시,131236,서해안로,2,도로변,202308,0.003,0.013,,0.0298,25,15
9,안산시,131192,원시동,1,도시대기,202308,0.0033,0.0116,0.3,0.0261,29,15
15,시흥시,131235,장현동,1,도시대기,202308,0.0024,0.011,0.39,0.0368,24,16
15,시흥시,131231,정왕동,1,도시대기,202308,0.0023,0.0106,0.36,0.0343,24,17
4,안양시,131144,호계3동,1,도시대기,202308,0.0028,0.0129,0.27,0.0313,22,12
26,양주시,131562,고읍,1,도시대기,202308,0.0033,0.0084,0.29,0.027,19,12
26,양주시,131561,백석읍,1,도시대기,202308,0.0029,0.0061,0.28,0.0271,20,10
31,양평군,131621,용문면,1,도시대기,202308,0.002,0.0039,0.27,0.0295,17,7
1,수원시,131119,호매실,1,도시대기,202308,0.0017,0.008,0.49,0.0291,24,16
15,시흥시,131233,대야동,1,도시대기,202308,0.0029,0.0115,0.34,0.029,23,17
4,안양시,131142,부림동,1,도시대기,202308,0.0028,0.0126,0.33,0.0312,27,14
28,여주시,131593,가남읍,1,도시대기,202308,0.0029,0.0079,0.22,0.0353,28,12
28,여주시,131591,중앙동,1,도시대기,202308,0.0023,0.0067,0.23,0.0321,23,13
29,연천군,131601,연천,1,도시대기,202308,0.0012,0.0017,0.35,0.0239,15,6
4,안양시,131145,안양2동,1,도시대기,202308,0.0026,,0.43,0.035,24,10
4,안양시,131141,안양8동,1,도시대기,202308,0.0017,0.0093,0.26,0.0421,21,13
30,가평군,131612,설악면,1,도시대기,202308,0.0012,0.0049,0.33,0.0253,21,11
10,고양시,131383,백마로,2,도로변,202308,0.0019,0.0162,0.36,0.031,27,20
10,고양시,131382,식사동,1,도시대기,202308,0.0025,0.0073,0.41,0.0348,26,12
14,오산시,131531,오산동,1,도시대기,202308,0.002,0.0131,0.31,0.0358,24,13
19,용인시,131413,기흥,1,도시대기,202308,0.0013,0.0117,0.42,0.0353,21,13
19,용인시,131415,모현읍,1,도시대기,202308,0.001,0.0055,0.52,0.0353,26,12
24,화성시,131554,우정읍,1,도시대기,202308,0.0033,0.0069,0.34,0.0332,28,17
24,화성시,131555,청계동,1,도시대기,202308,0.0025,,0.3,0.0411,23,13
23,김포시,131471,사우동,1,도시대기,202308,0.0019,0.0084,0.32,0.0389,22,14
13,남양주시,131247,진접읍,1,도시대기,202308,0.0017,0.0074,0.24,0.0315,26,12
27,포천시,131453,선단동,1,도시대기,202308,0.0023,0.0061,0.22,0.0276,21,8
27,포천시,131454,일동면,1,도시대기,202308,0.0019,0.0037,0.26,0.0292,16,13
18,하남시,131542,미사,1,도시대기,202308,0.0015,0.0149,0.3,0.035,25,13
18,하남시,131541,신장동,1,도시대기,202308,0.0029,0.0133,0.25,0.0265,21,15
24,화성시,131551,남양읍,1,도시대기,202308,0.0027,0.0068,0.29,0.0345,24,12
24,화성시,131556,새솔동,1,도시대기,202308,0.0036,0.011,0.27,0.0323,20,11
22,안성시,131583,공도읍,1,도시대기,202308,0.001,0.008,0.39,0.0347,22,14
22,안성시,131581,봉산동,1,도시대기,202308,0.0016,0.006,0.45,0.0336,18,10
24,화성시,131553,동탄,1,도시대기,202308,0.0032,0.0064,0.28,0.0367,22,10
24,화성시,131557,봉담읍,1,도시대기,202308,0.003,0.0098,0.31,0.0347,36,16
7,평택시,131342,안중,1,도시대기,202308,0.0028,0.0079,0.29,0.0412,30,17
7,평택시,131345,청북읍,1,도시대기,202308,0.0025,0.0077,0.3,0.0423,26,20
1,수원시,131117,고색동,1,도시대기,202308,0.0022,0.0121,0.41,0.0314,30,12
1,수원시,131114,영통동,1,도시대기,202308,0.0014,0.0114,0.54,0.0362,24,16
1,수원시,131115,천천동,1,도시대기,202308,0.0017,0.0098,0.55,0.0345,24,11
9,안산시,131194,원곡동,1,도시대기,202308,0.0019,0.0104,0.23,0.0338,30,16
9,안산시,131198,중앙대로,2,도로변,202308,0.0025,0.0164,0.32,0.0285,30,11
2,성남시,131126,복정동,1,도시대기,202308,0.0024,0.0117,0.48,0.0333,26,11
2,성남시,131125,성남대로,2,도로변,202308,0.0015,0.0238,0.49,0.0236,25,10
2,성남시,131124,수내동,1,도시대기,202308,0.0013,0.0134,0.54,0.0317,23,13
2,성남시,131128,운중동,1,도시대기,202308,0.0013,0.0101,0.43,0.0337,19,10
2,성남시,131123,정자동,1,도시대기,202308,0.0016,0.0074,0.45,0.0357,19,12
7,평택시,131343,평택항,1,도시대기,202308,0.0031,0.012,0.31,0.0378,29,16
24,화성시,131558,서신면,1,도시대기,202308,0.0032,0.0055,0.28,0.0386,25,19
19,용인시,131411,김량장동,1,도시대기,202308,0.0011,0.0095,0.41,0.0321,19,14
19,용인시,131414,중부대로,2,도로변,202308,0.0017,0.0171,0.47,0.0324,20,13
31,양평군,131622,양평읍,1,도시대기,202308,0.0014,0.0057,0.32,0.0288,21,12
15,시흥시,131232,시화산단,1,도시대기,202308,0.0025,,0.41,0.0328,27,14
9,안산시,131196,대부동,1,도시대기,202308,0.0031,0.0067,0.25,0.034,21,12
5,부천시,831154,오정동,1,도시대기,202308,0.0013,0.0105,0.44,0.039,20,9
1,수원시,131113,광교동,1,도시대기,202308,0.0021,0.0138,0.5,0.0348,22,14
2,성남시,131129,상대원동,1,도시대기,202308,0.0017,0.0163,0.44,0.0281,20,11
1,수원시,131112,인계동,1,도시대기,202308,0.0021,0.0138,0.52,0.0355,19,13
9,안산시,131197,호수동,1,도시대기,202308,0.0022,0.0114,0.26,0.0324,22,12
20,파주시,131372,운정,1,도시대기,202308,0.0019,0.0061,0.49,0.0304,23,14
20,파주시,131374,파주읍,1,도시대기,202308,0.0016,0.0039,0.37,0.0275,16,8
7,평택시,131346,고덕동,1,도시대기,202308,0.0039,0.0092,0.32,0.0414,27,15
7,평택시,131341,비전동,1,도시대기,202308,0.0031,0.0089,0.36,0.039,31,17
7,평택시,131344,송북동,1,도시대기,202308,0.0037,0.0077,0.33,0.0359,28,13
10,고양시,131384,신원동,1,도시대기,202308,,0.008,0.32,0.0336,25,15
28,여주시,131592,대신면,1,도시대기,202308,0.0024,0.0056,0.25,0.0395,23,19
3,의정부시,131133,송산3동,1,도시대기,202308,0.0026,0.0183,0.29,0.023,23,13
3,의정부시,131132,의정부1동,1,도시대기,202308,0.0025,0.0092,0.27,0.0347,22,12
3,의정부시,131131,의정부동,1,도시대기,202308,0.0029,0.0083,0.29,0.0317,22,9
21,이천시,131444,부발읍,1,도시대기,202308,0.0026,0.0099,0.26,0.0336,29,18
21,이천시,131443,장호원읍,1,도시대기,202308,0.003,0.0059,0.26,0.0324,21,13
21,이천시,131442,창전동,1,도시대기,202308,0.0027,0.0084,0.31,0.0335,20,12
20,파주시,131371,금촌동,1,도시대기,202308,,,,,,
19,용인시,131417,백암면,1,도시대기,202308,0.0009,0.0057,0.43,0.0335,23,12
19,용인시,131412,수지,1,도시대기,202308,0.001,0.0111,0.49,0.0337,20,12
19,용인시,131416,이동읍,1,도시대기,202308,0.0011,0.0071,0.5,0.0341,21,11
17,의왕시,131223,고천동,1,도시대기,202308,0.0009,0.0105,0.35,0.0293,20,7
17,의왕시,131222,부곡3동,1,도시대기,202308,0.0013,0.0135,0.47,0.0334,26,11
24,화성시,131552,향남읍,1,도시대기,202308,,0.0065,0.26,0.0353,25,19
29,연천군,131602,전곡,1,도시대기,202308,0.0011,0.0033,0.38,0.0241,17,10
14,오산시,131532,금암로,2,도로변,202308,0.0023,0.0119,0.32,0.0303,25,16
14,오산시,131531,오산동,1,도시대기,202307,0.0021,0.0134,0.3,0.037,29,7
3,의정부시,131131,의정부동,1,도시대기,202307,0.0031,0.0088,0.27,0.0368,28,11
21,이천시,131442,창전동,1,도시대기,202307,0.0027,0.0087,0.3,0.0357,23,16
7,평택시,131346,고덕동,1,도시대기,202307,0.0029,0.0097,0.27,0.0426,31,18
26,양주시,131562,고읍,1,도시대기,202307,0.0033,0.0087,0.31,0.0315,25,16
15,시흥시,131237,배곧동,1,도시대기,202307,0.0033,0.0132,0.36,0.0348,25,19
1,수원시,131117,고색동,1,도시대기,202307,0.0021,0.0126,0.4,0.0343,39,13
20,파주시,131372,운정,1,도시대기,202307,0.0022,0.0078,0.46,0.0359,28,17
20,파주시,131374,파주읍,1,도시대기,202307,0.0016,0.0051,0.34,0.0342,20,10
7,평택시,131341,비전동,1,도시대기,202307,0.0031,0.0086,0.33,0.0401,33,18
7,평택시,131344,송북동,1,도시대기,202307,0.003,0.0095,0.32,0.0386,31,20
3,의정부시,131133,송산3동,1,도시대기,202307,0.0026,,0.21,0.0272,31,18
3,의정부시,131132,의정부1동,1,도시대기,202307,0.0024,0.0112,0.26,0.0371,,16
21,이천시,131444,부발읍,1,도시대기,202307,0.0023,0.0097,0.26,0.0364,31,19
21,이천시,131443,장호원읍,1,도시대기,202307,0.0027,0.0062,0.25,0.0366,24,15
20,파주시,131371,금촌동,1,도시대기,202307,,,,,,
19,용인시,131417,백암면,1,도시대기,202307,0.0013,0.0058,0.38,0.0368,25,13
19,용인시,131412,수지,1,도시대기,202307,0.0011,0.0121,0.48,0.037,26,15
19,용인시,131416,이동읍,1,도시대기,202307,0.0009,0.0071,0.47,0.0343,24,13
19,용인시,131414,중부대로,2,도로변,202307,0.0017,0.0173,0.47,0.0344,24,15
17,의왕시,131223,고천동,1,도시대기,202307,0.001,0.0088,0.37,0.0309,22,9
17,의왕시,131222,부곡3동,1,도시대기,202307,0.0013,0.0122,0.48,0.0382,28,12
24,화성시,131552,향남읍,1,도시대기,202307,0.0035,0.0084,0.23,0.0368,27,18
29,연천군,131602,전곡,1,도시대기,202307,0.0011,0.004,0.4,0.0314,22,13
14,오산시,131532,금암로,2,도로변,202307,0.0022,0.0115,0.32,0.0317,29,18
19,용인시,131413,기흥,1,도시대기,202307,0.0011,0.0102,0.44,0.0388,24,14
19,용인시,131411,김량장동,1,도시대기,202307,0.0011,0.0089,0.39,0.0344,22,15
19,용인시,131415,모현읍,1,도시대기,202307,0.0008,0.006,0.47,0.0352,29,13
24,화성시,131558,서신면,1,도시대기,202307,0.0029,0.0059,0.27,0.0412,31,23
24,화성시,131554,우정읍,1,도시대기,202307,0.0029,0.0078,0.34,0.0344,33,20
24,화성시,131555,청계동,1,도시대기,202307,0.0027,0.0071,0.27,,32,17
12,구리시,131211,교문동,1,도시대기,202307,0.0022,0.0093,0.25,0.034,29,19
13,남양주시,131246,와부읍,1,도시대기,202307,0.0019,0.0073,0.24,0.0363,31,18
23,김포시,131472,고촌읍,1,도시대기,202307,0.0026,0.0094,0.28,0.0386,27,18
8,동두천시,131571,보산동,1,도시대기,202307,0.0026,0.0071,0.24,0.0346,24,12
27,포천시,131453,선단동,1,도시대기,202307,0.0025,0.0068,0.24,0.0331,30,10
27,포천시,131454,일동면,1,도시대기,202307,0.002,0.0041,0.28,0.035,21,16
18,하남시,131542,미사,1,도시대기,202307,0.0015,0.0141,0.32,0.0387,31,16
18,하남시,131541,신장동,1,도시대기,202307,0.0027,0.0134,0.26,0.0293,26,18
24,화성시,131551,남양읍,1,도시대기,202307,0.0024,0.0068,0.24,0.0373,27,14
24,화성시,131556,새솔동,1,도시대기,202307,0.0031,0.0048,0.27,0.0358,23,11
22,안성시,131583,공도읍,1,도시대기,202307,0.0009,0.0077,0.38,0.0351,24,15
22,안성시,131581,봉산동,1,도시대기,202307,0.0015,0.0063,0.39,0.036,20,11
24,화성시,131553,동탄,1,도시대기,202307,0.0032,0.0047,0.26,0.0382,26,13
24,화성시,131557,봉담읍,1,도시대기,202307,0.0031,0.0082,0.32,0.0397,37,18
7,평택시,131342,안중,1,도시대기,202307,0.0027,0.0071,0.26,0.0402,31,20
7,평택시,131345,청북읍,1,도시대기,202307,0.0028,0.008,0.27,0.0402,28,21
7,평택시,131343,평택항,1,도시대기,202307,0.0027,0.0128,0.24,0.037,31,19
1,수원시,131114,영통동,1,도시대기,202307,0.0016,0.0109,0.49,0.0408,29,19
1,수원시,131112,인계동,1,도시대기,202307,0.0017,0.0137,0.52,0.0378,22,14
1,수원시,131115,천천동,1,도시대기,202307,0.0016,0.0096,0.57,0.0367,28,12
9,안산시,131194,원곡동,1,도시대기,202307,0.002,0.0098,0.25,0.0378,38,18
9,안산시,131198,중앙대로,2,도로변,202307,0.0025,0.0164,0.32,0.0337,33,13
9,안산시,131197,호수동,1,도시대기,202307,0.0023,0.0104,0.25,0.0356,25,14
2,성남시,131126,복정동,1,도시대기,202307,0.0023,0.0116,0.45,0.0365,30,12
2,성남시,131129,상대원동,1,도시대기,202307,0.0015,0.0161,0.41,0.0313,23,13
